region,variety,rating
"Willamette Valley, Oregon",Red Wine,90.0
"Napa Valley, California",Pink and Rosé,89.0
"Limestone Coast, South Australia, Australia",Red Wine,87.0
"Burgundy, France",White Wine,90.0
Argentina,Red Wine,94.0
"Alexander Valley, Sonoma County, California",Red Wine,96.0
"Columbia Valley, Washington",White Wine,90.0
"Barossa Valley, Barossa, South Australia, Australia",Red Wine,91.0
"Columbia Valley, Washington",Red Wine,88.0
"Willamette Valley, Oregon",Red Wine,91.0
"Willamette Valley, Oregon",Red Wine,90.0
"Cotes de Castillon, Bordeaux, France",Red Wine,91.0
Australia,Red Wine,97.0
"Cote Rotie, Rhone, France",Red Wine,92.0
"Fronsac, Bordeaux, France",Red Wine,93.0
Spain,Red Wine,91.0
Chile,Red Wine,91.0
"Languedoc, South of France, France",Red Wine,93.0
"Cotes du Rhone, Rhone, France",Red Wine,90.0
"Napa Valley, California",Red Wine,95.0
"Russian River, Sonoma County, California",White Wine,94.0
"Robertson, South Africa",White Wine,91.0
"Santa Maria Valley, Central Coast, California",Red Wine,91.0
"Willamette Valley, Oregon",White Wine,86.0
Spain,Red Wine,90.0
"Cotes du Rhone Villages, Rhone, France",Red Wine,90.0
Portugal,Red Wine,90.0
"Carneros, California",Red Wine,90.0
"Red Hills, Lake County, North Coast, California",White Wine,89.0
"Sonoma County, California",Red Wine,90.0
"Cote Rotie, Rhone, France",Red Wine,88.0
"Pomerol, Bordeaux, France",Red Wine,90.0
"Diamond Mountain District, Napa Valley, California",Red Wine,95.0
Washington,White Wine,93.0
"Russian River, Sonoma County, California",Red Wine,86.0
Argentina,Red Wine,90.0
"Carneros, California",White Wine,86.0
"Columbia Valley, Washington",Red Wine,94.0
"Friuli-Venezia Giulia, Italy",White Wine,90.0
"Napa Valley, California",White Wine,93.0
"Napa Valley, California",White Wine,92.0
New Zealand,White Wine,93.0
Chile,Red Wine,90.0
"Paso Robles, Central Coast, California",Red Wine,95.0
Australia,Red Wine,89.0
"Santa Ynez Valley, Santa Barbara, Central Coast, California",Red Wine,90.0
"Russian River, Sonoma County, California",Red Wine,92.0
"Pessac-Leognan, Bordeaux, France",White Wine,91.0
"Barolo, Piedmont, Italy",Red Wine,94.0
"Napa Valley, California",Red Wine,92.0
"Marlborough, New Zealand",White Wine,90.0
"Limestone Coast, South Australia, Australia",Red Wine,90.0
"Paicines, Central Coast, California",Red Wine,90.0
"Columbia Valley, Washington",Red Wine,93.0
"Sta. Rita Hills, Santa Barbara, Central Coast, California",Red Wine,92.0
"Sauternes, Bordeaux, France",Green Wine,92.0
"Cotes du Rhone, Rhone, France",Red Wine,90.0
"Sonoma County, California",Red Wine,90.0
"Napa Valley, California",Red Wine,90.0
"Pessac-Leognan, Bordeaux, France",Red Wine,90.0
"Marlborough, New Zealand",Red Wine,90.0
"McLaren Vale, South Australia, Australia",Red Wine,90.0
"Alexander Valley, Sonoma County, California",Red Wine,87.0
"Alsace, France",White Wine,89.0
"Red Mountain, Yakima Valley, Columbia Valley, Washington",White Wine,90.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,90.0
"Montalcino, Tuscany, Italy",Red Wine,97.0
Australia,Pink and Rosé,88.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,94.0
"Pomerol, Bordeaux, France",Red Wine,91.0
"Barolo, Piedmont, Italy",Red Wine,94.0
"Calistoga, Napa Valley, California",Red Wine,93.0
"Bordeaux, France",Red Wine,90.0
"North Coast, California",White Wine,88.0
"Mosel, Germany",White Wine,94.0
"Napa Valley, California",Red Wine,91.0
"Padthaway, South Australia, Australia",White Wine,90.0
"Mt. Veeder, Napa Valley, California",Red Wine,93.0
"Cornas, Rhone, France",Red Wine,90.0
"Sonoma County, California",Red Wine,87.0
"Barbaresco, Piedmont, Italy",Red Wine,92.0
"North Coast, California",Red Wine,86.0
"Napa Valley, California",Red Wine,91.0
"Napa Valley, California",Red Wine,94.0
California,Pink and Rosé,90.0
"Yountville, Napa Valley, California",Red Wine,92.0
"McLaren Vale, South Australia, Australia",Red Wine,91.0
"Central Otago, New Zealand",Red Wine,93.0
"Vosne-Romanee, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,90.0
"St. Emilion, Bordeaux, France",Red Wine,91.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,96.0
"Margaux, Bordeaux, France",Red Wine,90.0
"Cahors, Southwest, France",Red Wine,90.0
"Napa Valley, California",Red Wine,92.0
"Carneros, California",White Wine,92.0
Italy,Red Wine,90.0
"Chinon, Touraine, Loire, France",Red Wine,90.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,88.0
New Zealand,Red Wine,90.0
"St-Julien, Bordeaux, France",Red Wine,95.0
"Ribera del Duero, Spain",Red Wine,90.0
"Burgundy, France",Red Wine,96.0
"Willamette Valley, Oregon",Red Wine,91.0
"Margaux, Bordeaux, France",Red Wine,99.0
"Maury, Roussillon, South of France, France",White Wine,91.0
"Alsace, France",White Wine,89.0
"Willamette Valley, Oregon",Red Wine,91.0
Greece,White Wine,92.0
"Sonoma Coast, Sonoma County, California",White Wine,91.0
"Columbia Valley, Washington",Red Wine,91.0
"Gigondas, Rhone, France",Red Wine,91.0
"Napa Valley, California",Red Wine,94.0
"Mendoza, Argentina",Red Wine,89.0
"Tuscany, Italy",Red Wine,91.0
"Bordeaux, France",Red Wine,90.0
"Ribera del Duero, Spain",Red Wine,90.0
Portugal,,90.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,91.0
"Calistoga, Napa Valley, California",Red Wine,90.0
"Sonoma Mountain, Sonoma Valley, Sonoma County, California",Red Wine,92.0
"Walla Walla Valley, Columbia Valley, Washington",White Wine,92.0
"Pessac-Leognan, Bordeaux, France",White Wine,90.0
"Rioja, Spain",Red Wine,90.0
"Red Mountain, Yakima Valley, Columbia Valley, Washington",Red Wine,91.0
Spain,Red Wine,92.0
"Cornas, Rhone, France",Red Wine,90.0
"Napa Valley, California",Red Wine,90.0
"St-Julien, Bordeaux, France",Red Wine,88.0
"Barsac, Bordeaux, France",,96.0
"Pays Nantais, Loire, France",White Wine,95.0
"Paso Robles, Central Coast, California",Red Wine,90.0
"Walla Walla Valley, Columbia Valley, Washington",Red Wine,94.0
"Margaux, Bordeaux, France",Red Wine,95.0
"Walla Walla Valley, Columbia Valley, Washington",Red Wine,90.0
"Chehalem Mountains, Willamette Valley, Oregon",Red Wine,95.0
"Veneto, Italy",Red Wine,91.0
"Chalk Hill, Sonoma County, California",Red Wine,90.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,93.0
"Mosel, Germany",White Wine,94.0
"St. Estephe, Bordeaux, France",Red Wine,91.0
"St. Helena, Napa Valley, California",Red Wine,90.0
"Mosel, Germany",White Wine,91.0
"Columbia Valley, Washington",White Wine,90.0
"Douro, Portugal",White Wine,91.0
"Willamette Valley, Oregon",Red Wine,91.0
"Sonoma County, California",Red Wine,91.0
Chile,Red Wine,87.0
"Carneros, California",White Wine,93.0
"Mendoza, Argentina",Red Wine,91.0
"Maipo Valley, Chile",Red Wine,91.0
"Mendoza, Argentina",Red Wine,90.0
"Sonoma County, California",Red Wine,97.0
"Uco Valley, Mendoza, Argentina",Red Wine,90.0
Argentina,Red Wine,90.0
"Napa Valley, California",Red Wine,94.0
"Montalcino, Tuscany, Italy",Red Wine,91.0
"Napa Valley, California",White Wine,90.0
"Clare Valley, South Australia, Australia",Red Wine,92.0
"Douro, Portugal",,92.0
"Asti, Piedmont, Italy",White Wine,88.0
"Pauillac, Bordeaux, France",Red Wine,96.0
"Russian River, Sonoma County, California",Red Wine,90.0
"Russian River, Sonoma County, California",Red Wine,90.0
"Cote de Beaune, Cote d'Or, Burgundy, France",White Wine,94.0
"Lirac, Rhone, France",Red Wine,93.0
Spain,Sparkling & Champagne,89.0
"Sauternes, Bordeaux, France",,95.0
"Margaux, Bordeaux, France",Red Wine,92.0
"Ribera del Duero, Spain",Red Wine,87.0
Australia,Red Wine,89.0
"Pauillac, Bordeaux, France",Red Wine,92.0
Portugal,Red Wine,91.0
"Rioja, Spain",Red Wine,91.0
"Columbia Valley, Washington",Red Wine,95.0
"Fiddletown, Sierra Foothills, California",Red Wine,89.0
Argentina,Red Wine,88.0
"Rioja, Spain",Red Wine,90.0
"Chablis, Burgundy, France",White Wine,91.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,90.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,94.0
"Trentino, Trentino-Alto Adige, Italy",Sparkling & Champagne,93.0
"Central Coast, California",Red Wine,91.0
Argentina,Red Wine,90.0
"Arroyo Seco, Monterey, Central Coast, California",Red Wine,93.0
California,Red Wine,90.0
"Santa Lucia Highlands, Monterey, Central Coast, California",Red Wine,92.0
"Carneros, California",White Wine,97.0
"Pauillac, Bordeaux, France",Red Wine,93.0
"Willamette Valley, Oregon",Pink and Rosé,90.0
"Paso Robles, Central Coast, California",Red Wine,91.0
"Montalcino, Tuscany, Italy",Red Wine,90.0
"Moulis, Bordeaux, France",Red Wine,90.0
"Willamette Valley, Oregon",Red Wine,90.0
Argentina,Red Wine,92.0
"Trentino, Trentino-Alto Adige, Italy",Sparkling & Champagne,91.0
"Napa Valley, California",Red Wine,90.0
"Napa Valley, California",Red Wine,91.0
"Lodi, California",Red Wine,90.0
Italy,Red Wine,92.0
"Yountville, Napa Valley, California",Red Wine,96.0
Spain,Red Wine,90.0
"Sonoma County, California",White Wine,91.0
"Mosel, Germany",White Wine,91.0
"Napa Valley, California",White Wine,92.0
"Napa Valley, California",White Wine,87.0
California,White Wine,90.0
South Africa,White Wine,88.0
"Mosel, Germany",White Wine,93.0
"Sonoma Coast, Sonoma County, California",Red Wine,90.0
"Pauillac, Bordeaux, France",Red Wine,90.0
"Howell Mountain, Napa Valley, California",Red Wine,94.0
"Napa Valley, California",Red Wine,92.0
Chile,Red Wine,92.0
"Russian River, Sonoma County, California",White Wine,90.0
"Columbia Valley, Washington",White Wine,91.0
"Alexander Valley, Sonoma County, California",Red Wine,90.0
"Carneros, California",White Wine,88.0
"Napa Valley, California",Red Wine,91.0
"Barossa Valley, Barossa, South Australia, Australia",Red Wine,91.0
"Willamette Valley, Oregon",White Wine,89.0
"Eden Valley, Barossa, South Australia, Australia",Red Wine,96.0
"Dry Creek Valley, Sonoma County, California",Red Wine,92.0
Spain,White Wine,90.0
"Napa Valley, California",White Wine,89.0
"Moon Mountain District, Sonoma Valley, Sonoma County, California",Red Wine,94.0
Chile,Red Wine,91.0
"Ribera del Duero, Spain",Red Wine,90.0
"Tuscany, Italy",Red Wine,95.0
"Yarra Valley, Victoria, Australia",Red Wine,91.0
"Champagne, France",Sparkling & Champagne,90.0
"Swartland, South Africa",Red Wine,92.0
"Willamette Valley, Oregon",Red Wine,90.0
"Napa Valley, California",Red Wine,91.0
"Pauillac, Bordeaux, France",Red Wine,92.0
"Columbia Valley, Washington",Red Wine,94.0
"St-Julien, Bordeaux, France",Red Wine,92.0
"Carneros, California",White Wine,91.0
"St-Veran, Maconnais, Burgundy, France",White Wine,90.0
"St. Estephe, Bordeaux, France",Red Wine,95.0
Austria,White Wine,91.0
"Oakville, Napa Valley, California",Red Wine,94.0
"Napa Valley, California",Red Wine,90.0
Australia,Red Wine,90.0
"Santa Barbara, Central Coast, California",Red Wine,92.0
"Sonoma County, California",Red Wine,91.0
"Carneros, California",Red Wine,91.0
"Martinborough, New Zealand",White Wine,91.0
"Santorini, Greece",White Wine,92.0
New Zealand,White Wine,90.0
"Santorini, Greece",White Wine,91.0
"Russian River, Sonoma County, California",Red Wine,88.0
"Napa Valley, California",Red Wine,92.0
"Pauillac, Bordeaux, France",Red Wine,90.0
"Napa Valley, California",Red Wine,92.0
"Montalcino, Tuscany, Italy",Red Wine,90.0
"Puligny-Montrachet, Cote de Beaune, Cote d'Or, Burgundy, France",White Wine,92.0
"Rhone, France",White Wine,88.0
Chile,Red Wine,90.0
"Napa Valley, California",Red Wine,91.0
"Napa Valley, California",Red Wine,91.0
"St-Julien, Bordeaux, France",Red Wine,92.0
"Mosel, Germany",White Wine,90.0
"Napa Valley, California",Red Wine,92.0
"Rogue Valley, Oregon",White Wine,89.0
"Valpolicella, Veneto, Italy",Red Wine,90.0
"Willamette Valley, Oregon",Red Wine,88.0
California,Red Wine,90.0
"Central Coast, California",Red Wine,92.0
"Napa Valley, California",Red Wine,93.0
Spain,Red Wine,90.0
"Napa Valley, California",Red Wine,92.0
Spain,Red Wine,90.0
"Margaret River, Western Australia, Australia",White Wine,93.0
Argentina,Red Wine,91.0
Chile,Red Wine,88.0
"Oakville, Napa Valley, California",Red Wine,98.0
"Roero, Piedmont, Italy",White Wine,90.0
"Napa Valley, California",Red Wine,92.0
"Coteaux d'Aix-en-Provence, Provence, South of France, France",Pink and Rosé,90.0
"Haut Medoc, Bordeaux, France",Red Wine,90.0
"Arroyo Grande Valley, Central Coast, California",Sparkling & Champagne,93.0
"Sonoma Valley, Sonoma County, California",Red Wine,90.0
"Champagne, France",Sparkling & Champagne,90.0
"Yakima Valley, Columbia Valley, Washington",Red Wine,90.0
"Mendoza, Argentina",White Wine,95.0
"Pessac-Leognan, Bordeaux, France",Red Wine,96.0
"Sicily, Italy",Red Wine,89.0
"Pessac-Leognan, Bordeaux, France",White Wine,92.0
"Napa Valley, California",Red Wine,90.0
"Montalcino, Tuscany, Italy",Red Wine,90.0
"Chablis, Burgundy, France",White Wine,91.0
"Gisborne, New Zealand",White Wine,85.0
"Mosel, Germany",White Wine,91.0
"Carneros, California",White Wine,90.0
"Medoc, Bordeaux, France",Red Wine,92.0
"Piedmont, Italy",Red Wine,91.0
"Piedmont, Italy",Red Wine,90.0
Australia,Red Wine,93.0
Spain,,90.0
"McLaren Vale, South Australia, Australia",Red Wine,91.0
"Sancerre, Loire, France",White Wine,95.0
"McLaren Vale, South Australia, Australia",Red Wine,91.0
"Columbia Valley, Washington",Red Wine,92.0
"Amador, Sierra Foothills, California",Red Wine,90.0
"Central Coast, California",White Wine,90.0
Spain,White Wine,90.0
"Willamette Valley, Oregon",Red Wine,94.0
Austria,White Wine,90.0
"Sauternes, Bordeaux, France",Collectible,93.0
"Columbia Valley, Washington",Red Wine,89.0
"Central Coast, California",Red Wine,91.0
"Howell Mountain, Napa Valley, California",Red Wine,91.0
South Africa,White Wine,91.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,93.0
"Rioja, Spain",Red Wine,91.0
"Priorat, Spain",Red Wine,91.0
"St-Julien, Bordeaux, France",Red Wine,95.0
"Pauillac, Bordeaux, France",Red Wine,90.0
"Green Valley, Russian River, Sonoma County, California",Red Wine,90.0
"Walla Walla Valley, Columbia Valley, Washington",White Wine,90.0
"Barossa Valley, Barossa, South Australia, Australia",Red Wine,89.0
"Barossa Valley, Barossa, South Australia, Australia",Red Wine,90.0
"Mendoza, Argentina",Red Wine,90.0
"Napa Valley, California",Red Wine,93.0
"Tuscany, Italy",Collectible,92.0
"Valpolicella, Veneto, Italy",Red Wine,95.0
"Napa Valley, California",Red Wine,93.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,92.0
"St. Emilion, Bordeaux, France",Red Wine,92.0
"Burgundy, France",Red Wine,92.0
"Napa Valley, California",Red Wine,91.0
"Tuscany, Italy",Red Wine,87.0
Austria,Red Wine,88.0
"Willamette Valley, Oregon",Red Wine,91.0
"Oakville, Napa Valley, California",Red Wine,92.0
"Eola-Amity Hills, Willamette Valley, Oregon",Red Wine,90.0
"Barbaresco, Piedmont, Italy",Red Wine,94.0
"Barbaresco, Piedmont, Italy",Red Wine,91.0
"Sta. Rita Hills, Santa Barbara, Central Coast, California",Red Wine,90.0
"Montalcino, Tuscany, Italy",Red Wine,92.0
"Margaux, Bordeaux, France",Red Wine,96.0
"Mendocino Ridge, Mendocino, California",Red Wine,95.0
"Sonoma County, California",White Wine,90.0
"Barolo, Piedmont, Italy",Red Wine,91.0
Portugal,,91.0
"Montalcino, Tuscany, Italy",Red Wine,87.0
"Willamette Valley, Oregon",Red Wine,91.0
"Vacqueyras, Rhone, France",Red Wine,93.0
"Barolo, Piedmont, Italy",Red Wine,91.0
"Douro, Portugal",,95.0
"Sonoma County, California",White Wine,90.0
"Saumur, Loire, France",White Wine,91.0
"Cotes du Rhone, Rhone, France",Red Wine,90.0
"Sonoma County, California",Red Wine,90.0
"Vosne-Romanee, Cote de Nuits, Cote d'Or, Burgundy, France",Red Wine,93.0
"Sauternes, Bordeaux, France",Collectible,96.0
"Cotes du Rhone Villages, Rhone, France",Red Wine,90.0
"Sonoma County, California",Red Wine,91.0
"Russian River, Sonoma County, California",Red Wine,91.0
"Chianti Classico, Chianti, Tuscany, Italy",Red Wine,90.0
"McLaren Vale, South Australia, Australia",Red Wine,92.0
"Anderson Valley, Mendocino, California",White Wine,91.0
Italy,Red Wine,90.0
"Champagne, France",Sparkling & Champagne,95.0
"Walla Walla Valley, Columbia Valley, Washington",Red Wine,92.0
"Valpolicella, Veneto, Italy",Red Wine,90.0
"Mt. Veeder, Napa Valley, California",Red Wine,90.0
"Spring Mountain District, Napa Valley, California",Red Wine,90.0
"Napa Valley, California",White Wine,92.0
"Willamette Valley, Oregon",Red Wine,91.0
"Walla Walla Valley, Columbia Valley, Washington",Red Wine,90.0
"Napa Valley, California",Red Wine,94.0
"Priorat, Spain",Red Wine,90.0
"Alexander Valley, Sonoma County, California",Red Wine,91.0
California,Red Wine,88.0
"Meursault, Cote de Beaune, Cote d'Or, Burgundy, France",White Wine,94.0
"Napa Valley, California",Red Wine,91.0
"Russian River, Sonoma County, California",Red Wine,94.0
"Tuscany, Italy",Red Wine,90.0
"Yountville, Napa Valley, California",Red Wine,93.0
Italy,Red Wine,90.0
"Piedmont, Italy",White Wine,90.0
"McLaren Vale, South Australia, Australia",Red Wine,91.0
"Napa Valley, California",Red Wine,95.0
"Rioja, Spain",Red Wine,90.0
Spain,Red Wine,91.0
"Paso Robles, Central Coast, California",Red Wine,90.0
"Los Angeles, California",Red Wine,93.0
"Willamette Valley, Oregon",Red Wine,91.0
"Tuscany, Italy",Red Wine,90.0
"Mosel, Germany",White Wine,95.0
"Russian River, Sonoma County, California",White Wine,91.0
"Napa Valley, California",Red Wine,91.0
"Corbieres, Languedoc, South of France, France",Red Wine,89.0
"Howell Mountain, Napa Valley, California",Red Wine,93.0
"Barolo, Piedmont, Italy",Red Wine,91.0
"Chablis, Burgundy, France",White Wine,90.0
"Rioja, Spain",Red Wine,90.0
"Chateauneuf-du-Pape, Rhone, France",Red Wine,97.0
"Madeira, Portugal",,95.0
"Napa Valley, California",Red Wine,88.0
Oregon,White Wine,88.0
"Sonoma Coast, Sonoma County, California",White Wine,93.0
Italy,Red Wine,95.0
"Napa Valley, California",Red Wine,92.0
"Mendoza, Argentina",Red Wine,93.0
"Pauillac, Bordeaux, France",Red Wine,92.0
"Oakville, Napa Valley, California",Red Wine,95.0
"Sonoma Mountain, Sonoma Valley, Sonoma County, California",White Wine,95.0
"Chablis, Burgundy, France",White Wine,92.0
New Zealand,Red Wine,91.0
"Napa Valley, California",White Wine,88.0
"Rioja, Spain",Red Wine,92.0
"Languedoc, South of France, France",Red Wine,93.0
"Napa Valley, California",Red Wine,93.0
"Cote Rotie, Rhone, France",Red Wine,93.0
"Tuscany, Italy",Red Wine,92.0
"Sonoma County, California",Red Wine,89.0
"Maury, Roussillon, South of France, France",Red Wine,90.0
"Napa Valley, California",White Wine,98.0
"Willamette Valley, Oregon",White Wine,91.0
"Maury, Roussillon, South of France, France",Red Wine,92.0
Australia,Red Wine,85.0
"Knights Valley, Sonoma County, California",Red Wine,88.0
"Edna Valley, Central Coast, California",Pink and Rosé,91.0
"Friuli-Venezia Giulia, Italy",White Wine,91.0
"Edna Valley, Central Coast, California",Red Wine,97.0
Argentina,Red Wine,90.0
"Rheingau, Germany",White Wine,90.0
"Mosel, Germany",White Wine,91.0
"Santa Lucia Highlands, Monterey, Central Coast, California",Red Wine,90.0
"Napa Valley, California",Red Wine,95.0
"Montalcino, Tuscany, Italy",Red Wine,90.0
"Beaujolais, Burgundy, France",Red Wine,91.0
"Douro, Portugal",Red Wine,90.0
"Santa Barbara, Central Coast, California",White Wine,92.0
"Alentejo, Portugal",White Wine,91.0
"Russian River, Sonoma County, California",White Wine,88.0
"Columbia Valley, Washington",Red Wine,92.0
"Columbia Valley, Washington",White Wine,90.0
